policy,metric,net_pnl,total_ex_funding
ml,mean,31012.62,30013.47
ml,std,554997.06,555338.94
ml,min,-1443126.62,-1444532.75
ml,p5,-782552.16,-784942.66
ml,p95,1006014.21,1006392.83
ml,max,3315342.50,3318493.25
