policy,metric,net_pnl,total_ex_funding
ml,mean,92495.78,91314.86
ml,std,598841.00,599010.62
ml,min,-1627620.12,-1628677.38
ml,p5,-810042.54,-811197.10
ml,p95,1148581.65,1147728.37
ml,max,3625942.75,3627237.75
