policy,metric,net_pnl,total_ex_funding
ml,mean,86585.16,85305.91
ml,std,502261.34,502994.84
ml,min,-1184178.00,-1187834.75
ml,p5,-602036.11,-605646.06
ml,p95,1037294.15,1037337.67
ml,max,2997253.00,3003180.00
