policy,metric,net_pnl,total_ex_funding
ml,mean,99474.08,98075.34
ml,std,519813.84,520464.75
ml,min,-1359633.88,-1362377.75
ml,p5,-661634.67,-663932.77
ml,p95,1042341.13,1041984.94
ml,max,3205919.00,3209922.50
