mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
70273.8046875,-1532958.5,-753779.621875,-683505.8171875,-1569304.0,112118.96875,-41845.1640625,36345.5,1.0,-4.0,9.0,1.0,light_perinst_dense_1_seed42,light_perinst_dense_1,42,100,optimizer.Dense_Tracking_Reward_Scale=1.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.0;objective.Per_Instrument_Bounds_Penalty=0.15,6.9831883275165945
87560.90625,-1550736.5,-773005.646875,-685444.740625,-1569304.0,112118.96875,-24558.0625,18567.5,3.0,-2.0,6.0,1.0,light_bothbounds_dense_1_seed42,light_bothbounds_dense_1,42,100,optimizer.Dense_Tracking_Reward_Scale=1.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.15;objective.Per_Instrument_Bounds_Penalty=0.15,7.043336017300074
