mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
90864.5546875,-1563264.0,-752052.2687499999,-661187.7140624999,-1569304.0,112118.96875,-21254.4140625,6040.0,1.0,-5.0,15.0,1.0,d5_e3_p2_fp15_seed42,d5_e3_p2_fp15,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;objective.Floor_Penalty=15.0,7.444903770983364
79906.984375,-1600464.375,-786344.25,-706437.265625,-1569304.0,112118.96875,-32211.984375,-31160.375,2.0,-7.0,21.0,1.0,d5_e3_p2_sr2_seed42,d5_e3_p2_sr2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;objective.Surplus_Reward=2.0,7.621729048766671
119127.28125,-1571738.625,-777846.2062499999,-658718.9249999999,-1569304.0,112118.96875,7008.3125,-2434.625,2.0,-3.0,6.0,1.0,d5_e3_p2_sr0.5_seed42,d5_e3_p2_sr0.5,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0;objective.Surplus_Reward=0.5,7.657719158366672
78545.671875,-1578016.0,-747581.49375,-669035.821875,-1569304.0,112118.96875,-33573.296875,-8712.0,3.0,-5.0,15.0,1.0,d5_e5_p2_seed42,d5_e5_p2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.005;objective.Power=2.0,7.04089336303338
