mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
38568.71875,-1366532.375,-747934.06875,-709365.35,-1551628.875,92839.2734375,-54270.5546875,185096.5,2.0,-7.0,21.0,1.0,clean_terminal_bothbounds_seed7,clean_terminal_bothbounds,7,100,optimizer.Dense_Tracking_Reward_Scale=0.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.25;objective.Per_Instrument_Bounds_Penalty=0.5,6.843413536350029
