policy,metric,net_pnl,total_ex_funding
ml,mean,55773.25,55165.92
ml,std,580023.31,580271.19
ml,min,-1508858.88,-1510227.25
ml,p5,-795704.92,-797221.19
ml,p95,1073874.44,1073207.19
ml,max,3646366.75,3647310.25
