policy,metric,net_pnl,total_ex_funding
ml,mean,89752.70,88761.55
ml,std,611638.50,611619.06
ml,min,-1633235.88,-1634179.25
ml,p5,-816644.84,-817493.24
ml,p95,1213097.24,1211838.22
ml,max,3813429.50,3812530.25
