policy,metric,net_pnl,total_ex_funding
ml,mean,22035.83,20853.02
ml,std,357466.03,358809.31
ml,min,-1127393.12,-1130526.25
ml,p5,-580187.20,-579569.86
ml,p95,609501.91,612633.41
ml,max,1106794.88,1111591.50
