policy,metric,net_pnl,total_ex_funding
ml,mean,78950.35,77726.40
ml,std,573629.50,573884.38
ml,min,-1396090.25,-1398185.38
ml,p5,-738674.90,-740547.77
ml,p95,1123761.85,1123145.12
ml,max,3484841.50,3486144.00
