policy,metric,net_pnl,total_ex_funding
ml,mean,97038.11,95631.46
ml,std,607200.50,607137.88
ml,min,-1585245.75,-1586672.38
ml,p5,-783550.64,-784863.56
ml,p95,1208408.22,1207087.67
ml,max,3795240.50,3793456.50
