policy,metric,net_pnl,total_ex_funding
ml,mean,71851.28,70973.16
ml,std,495431.19,496248.28
ml,min,-1208607.25,-1211678.12
ml,p5,-593082.33,-595477.88
ml,p95,1033351.03,1033571.06
ml,max,3361696.50,3365264.75
