seed,elapsed_s,error
1,778.9867000899976,"OutOfMemoryError('CUDA out of memory. Tried to allocate 6.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.86 GiB is free. Including non-PyTorch memory, this process has 19.67 GiB memory in use. Of the allocated memory 12.39 GiB is allocated by PyTorch, and 6.83 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')"
