seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,3.549104928970337,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,1182.1509621320001,False,0.5966687202453613,"[-29.0771484375, -20.5322265625, -0.390625]",119
2,3.605105400085449,0.0,0.9827889204025269,0.023750225082039833,0.025617104023694992,1160.687048073014,False,0.8455231785774231,"[0.0, -49.609375, -0.390625]",119
3,3.572927474975586,0.0,0.9871631860733032,0.023600993677973747,0.036941803991794586,1129.0489979319973,False,0.652911365032196,"[-17.7978515625, -19.1650390625, -13.037109375]",119
4,3.40315318107605,0.0,0.9837714433670044,0.023705169558525085,0.022510292008519173,1133.076805743971,False,0.61152184009552,"[-28.22265625, -21.77734375, 0.0]",119
5,3.5899763107299805,0.0,0.9804900884628296,0.023757418617606163,0.025681840255856514,1132.2483723140322,False,0.9251125454902649,"[-2.1484375, -44.7509765625, -0.390625]",119
