seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,1.0542199611663818,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,1164.334783963015,False,0.7894574403762817,"[-21.38671875, -16.73583984375, -4.82177734375]",119
2,2.1415536403656006,0.0,0.9827889204025269,0.023750225082039833,0.025617104023694992,1252.2601241930388,False,0.6753690242767334,"[0.0, -0.1708984375, -10.693359375]",119
3,1.0674799680709839,0.0,0.9871631860733032,0.023600993677973747,0.036941803991794586,1223.9008035250008,False,0.7343289852142334,"[-20.58837890625, -4.35546875, -11.08642578125]",119
4,1.0884079933166504,0.0,0.9837714433670044,0.023705169558525085,0.022510292008519173,1223.5952965359902,False,0.7939355373382568,"[-28.61328125, -21.38671875, 0.0]",119
5,3.2888641357421875,0.0,0.9804900884628296,0.023757418617606163,0.025681840255856514,1220.1784235099913,False,0.8227440118789673,"[-39.208984375, 0.0, -6.67724609375]",119
