seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,1.009609341621399,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,1124.6314447770128,False,0.7906040549278259,"[-21.38671875, -16.91650390625, -4.68505859375]",119
