seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,-1.0204966068267822,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,2134.74127037602,False,0.09422248601913452,"[-4.404296875, -15.8740234375, -23.6962890625]",119
