seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,1.0373681783676147,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,1141.8472808360239,False,0.791358232498169,"[-21.38671875, -16.61865234375, -4.95849609375]",119
