seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,0.12554621696472168,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,2155.637767649023,False,0.6234680414199829,"[0.0, -10.693359375, -11.083984375]",119
2,1.3044919967651367,0.0,0.9827889204025269,0.023750225082039833,0.025617104023694992,2222.70870864304,False,0.08562678098678589,"[-0.1953125, -6.982421875, -4.69482421875]",119
3,-1.787746787071228,0.0,0.9871631860733032,0.023600993677973747,0.036941803991794586,2257.7306067949976,False,0.1875157356262207,"[-5.966796875, -15.9521484375, -9.2431640625]",119
4,2.1313743591308594,0.0,0.9837714433670044,0.023705169558525085,0.022510292008519173,2254.08697261801,False,0.14684367179870605,"[-11.94580078125, -14.58740234375, -2.0751953125]",119
5,-0.43459832668304443,0.0,0.9804900884628296,0.023757418617606163,0.025681840255856514,2120.779659383057,False,0.11219465732574463,"[-1.6455078125, -14.41650390625, -18.212890625]",119
