seed,V_0_dp,V_0_dp_std,V_0_hindsight,V_0_mpc,V_0_textbook,elapsed_s,ladder_holds,min_ols_r2,n_star_0_dp,t_outer
1,0.9845125079154968,0.0,0.9839975833892822,0.023752013221383095,0.031068194657564163,1128.5597005239688,False,0.7897141575813293,"[-21.38671875, -17.32666015625, -4.2333984375]",119
