policy,metric,net_pnl,total_ex_funding
ml,mean,105565.88,104185.00
ml,std,599803.38,599800.81
ml,min,-2010112.00,-2011703.75
ml,p5,-774520.69,-776106.31
ml,p95,1193132.02,1191707.31
ml,max,3399773.25,3398480.75
