policy,metric,net_pnl,total_ex_funding
ml,mean,79327.23,78074.91
ml,std,501651.88,502395.06
ml,min,-1350162.50,-1352805.50
ml,p5,-648144.58,-649854.06
ml,p95,979233.06,979523.16
ml,max,3276333.75,3280021.00
