policy,metric,net_pnl,total_ex_funding
ml,mean,83866.25,82730.59
ml,std,593874.00,594018.12
ml,min,-1539280.00,-1540846.38
ml,p5,-786336.07,-787787.21
ml,p95,1160927.94,1160225.05
ml,max,3727938.00,3727517.75
