policy,metric,net_pnl,total_ex_funding
ml,mean,-40461.70,-41083.12
ml,std,769367.19,768077.38
ml,min,-2531120.50,-2529908.00
ml,p5,-1127188.58,-1127326.36
ml,p95,1290681.94,1287691.05
ml,max,3024261.00,3025749.75
