param_set,h_state,n,z,barrier_logret,barrier,p_surv_true,p_surv_bridge,p_surv_varmatch,p_surv_edgeworth,p_surv_mc,mc_se,p_ko_true,p_ko_bridge,p_ko_varmatch,p_ko_edgeworth,abs_err_bridge,rel_err_bridge,rel_err_varmatch,rel_err_edgeworth,mc_z
A_equity_psi095,calm,5,2.5,0.05249398303959952,UP,0.9961735336473475,0.9937903346742238,0.9937599092158285,0.9962841327488272,0.9961601999999999,1.38294181497502e-05,0.003826466352652491,0.006209665325776159,0.006240090784171537,0.0037158672511727886,0.002383198973123668,0.6228197907637798,0.6307711107523345,-0.028903717238500132,0.9641510006557684
A_equity_psi095,calm,5,3.0,0.06291718932013848,UP,0.9993890103832886,0.9986501019683699,0.998640861851813,0.999359279150156,0.9993877,5.5313882493740025e-06,0.0006109896167113549,0.0013498980316301035,0.0013591381481870002,0.000640720849844012,0.0007389084149187486,1.2093632931045788,1.2244864904620587,0.04866078296499567,0.23689953219311263
A_equity_psi095,calm,21,-3.0,-0.14209870293013394,DOWN,0.004088925815282973,0.0013498980316300957,0.0013851780757968067,0.004217218688473322,0.004111699999999999,1.4308728328977572e-05,0.004088925815282973,0.0013498980316300957,0.0013851780757968067,0.004217218688473322,-0.0027390277836528776,-0.6698648758594129,-0.6612366821086614,0.031375691070460274,-1.5916288431379726
A_equity_psi095,calm,21,-2.5,-0.11818946958811269,DOWN,0.011832352943365931,0.006209665325776139,0.00632552518459331,0.012160064497524707,0.011887449999999999,2.4234416766042106e-05,0.011832352943365931,0.006209665325776139,0.00632552518459331,0.012160064497524707,-0.005622687617589792,-0.47519607000417236,-0.4654042847716223,0.027696228782840226,-2.2735045438052848
A_equity_psi095,calm,21,-2.0,-0.09428023624609144,DOWN,0.031217433356209412,0.02275013194817922,0.02303478857275858,0.03146746020440931,0.031229149999999997,3.889337456622405e-05,0.031217433356209412,0.02275013194817922,0.02303478857275858,0.03146746020440931,-0.008467301408030193,-0.27123630925749936,-0.26211779456952805,0.008009205796868216,-0.30125037802094584
A_equity_psi095,calm,21,-1.5,-0.0703710029040702,DOWN,0.07424944349060547,0.06680720126885809,0.06731816870870086,0.07415813811154531,0.07424325,5.862217723097511e-05,0.07424944349060547,0.06680720126885809,0.06731816870870086,0.07415813811154531,-0.007442242221747386,-0.10023296972844016,-0.09335120178754744,-0.0012297112916638988,0.10565098223956652
A_equity_psi095,calm,21,-1.0,-0.04646176956204894,DOWN,0.15732324013889332,0.15865525393145707,0.15929062046955642,0.15705605224232058,0.15734915,8.142186488400937e-05,0.15732324013889332,0.15865525393145707,0.15929062046955642,0.15705605224232058,0.0013320137925637576,0.0084667325144574,0.012505338238178867,-0.0016983371073265915,-0.31821748548239265
A_equity_psi095,calm,21,-0.5,-0.022552536220027692,DOWN,0.29356337026511325,0.3085375387259869,0.3089993111049854,0.29341198768168963,0.2936387,0.00010183688531987346,0.29356337026511325,0.3085375387259869,0.3089993111049854,0.29341198768168963,0.014974168460873627,0.05100830000469967,0.05258129045845249,-0.0005156725898292719,-0.7397097294374861
A_equity_psi095,calm,21,0.5,0.025265930464014808,UP,0.677615986284066,0.6914624612740131,0.6910006888950146,0.6774444449069724,0.6775920999999999,0.0001045134098909424,0.32238401371593395,0.3085375387259869,0.30899931110498535,0.3225555550930276,-0.013846474989947066,-0.04295025311691719,-0.041517885631706344,0.0005321026161203627,0.2285475528074083
A_equity_psi095,calm,21,1.0,0.04917516380603606,UP,0.8431018970539659,0.8413447460685429,0.8407093795304436,0.8428040312058546,0.8431035499999999,8.132649033107094e-05,0.15689810294603412,0.15865525393145707,0.15929062046955644,0.15719596879414544,0.0017571509854229506,0.01119931313654781,0.015248862023177155,0.001898466855356206,-0.02032481701003664
A_equity_psi095,calm,21,1.5,0.07308439714805731,UP,0.9435882128501545,0.9331927987311419,0.9326818312912991,0.9436042005863984,0.9435422499999999,5.1609240998318923e-05,0.056411787149845516,0.06680720126885809,0.06731816870870089,0.05639579941360162,0.01039541411901257,0.18427734068058216,0.19333515405007407,-0.00028341127008485586,0.890593414386108
A_equity_psi095,calm,21,2.0,0.09699363049007856,UP,0.9859883033916239,0.9772498680518208,0.9769652114272415,0.9864288904288879,0.98599275,2.627836337939435e-05,0.01401169660837609,0.02275013194817921,0.023034788572758536,0.013571109571112072,0.008738435339803119,0.6236529082837368,0.6439685511737749,-0.031444231885568934,-0.16921176984521613
A_equity_psi095,calm,21,2.5,0.1209028638320998,UP,0.997748273851566,0.9937903346742238,0.9936744748154067,0.9980753981698051,0.99776035,1.0570321848480308e-05,0.0022517261484340523,0.006209665325776159,0.006325525184593284,0.0019246018301949386,0.003957939177342107,1.757735584362525,1.8091893807745347,-0.14527713259741204,-1.1424579693144363
A_equity_psi095,calm,21,3.0,0.14481209717412108,UP,0.9997788081918082,0.9986501019683699,0.9986148219242031,0.9997561686740305,0.99978565,3.2734085048516563e-06,0.00022119180819180073,0.0013498980316301035,0.0013851780757968557,0.0002438313259695013,0.0011287062234383027,5.102839172324024,5.262338949712525,0.10235242418231555,-2.090117436192399
A_equity_psi095,calm,63,-3.0,-0.2729234295559914,DOWN,0.004110581104798894,0.0013498980316300957,0.0014183051816522377,0.004236813971235752,0.0040742,1.4243596977659916e-05,0.004110581104798894,0.0013498980316300957,0.0014183051816522377,0.004236813971235752,-0.002760683073168798,-0.6716040877884252,-0.6549623652975881,0.030709250886568815,2.5542076805427025
A_equity_psi095,calm,63,-2.5,-0.2268924742455889,DOWN,0.011923384643154566,0.006209665325776139,0.0064335671162645295,0.012220302014548446,0.01190215,2.424921587742784e-05,0.011923384643154566,0.006209665325776139,0.0064335671162645295,0.012220302014548446,-0.005713719317378427,-0.47920280091431744,-0.4604244257138716,0.02490210458524003,0.8756837030071689
A_equity_psi095,calm,63,-2.0,-0.18086151893518643,DOWN,0.03147083591834532,0.02275013194817922,0.023298743598872042,0.03167594335951546,0.03148885,3.904952230856523e-05,0.03147083591834532,0.02275013194817922,0.023298743598872042,0.03167594335951546,-0.0087207039701661,-0.2771043004003123,-0.25967191785679616,0.0065173814163155,-0.4613137521205608
A_equity_psi095,calm,63,-1.5,-0.13483056362478396,DOWN,0.07476623522062653,0.06680720126885809,0.0677899010193408,0.07467159209133004,0.0747859,5.881877787783364e-05,0.07476623522062653,0.06680720126885809,0.0677899010193408,0.07467159209133004,-0.007959033951768446,-0.10645224984623414,-0.09330861960214216,-0.001265853884674206,-0.3343282550738265
