policy,metric,net_pnl,total_ex_funding
ml,mean,85386.84,84306.30
ml,std,599717.12,599767.94
ml,min,-1669892.38,-1670557.12
ml,p5,-790797.92,-792766.66
ml,p95,1161610.54,1160854.34
ml,max,3740871.25,3740305.00
