policy,metric,net_pnl,total_ex_funding
ml,mean,33971.75,33475.79
ml,std,496373.47,497234.97
ml,min,-1284098.38,-1287035.12
ml,p5,-666433.58,-668254.66
ml,p95,901359.13,902467.10
ml,max,2703435.25,2706159.75
