policy,metric,net_pnl,total_ex_funding
ml,mean,95217.27,93576.17
ml,std,747707.00,746086.75
ml,min,-2087398.50,-2086090.88
ml,p5,-1084419.97,-1079583.82
ml,p95,1437106.12,1437694.27
ml,max,3103939.50,3100746.00
