policy,metric,net_pnl,total_ex_funding
ml,mean,100584.95,99266.23
ml,std,494569.38,495256.09
ml,min,-1532051.00,-1536669.25
ml,p5,-611886.57,-614432.31
ml,p95,980995.26,980649.02
ml,max,2760596.50,2763636.00
