mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
31521.373046875,-1326370.75,-680742.096875,-649220.723828125,-1569304.0,112118.96875,-80597.595703125,242933.25,2.0,-10.0,26.0,1.0,heavy_perinst_0.75_seed42,heavy_perinst_0.75,42,100,optimizer.Dense_Tracking_Reward_Scale=0.0;objective.Power=2.0;objective.Position_Bounds_Penalty=0.0;objective.Per_Instrument_Bounds_Penalty=0.75,6.652660055700108
