mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
-8044.2900390625,-1532566.875,-65437.8515625,-1551628.875,92839.2734375,-100883.5634765625,19062.0,0.0,-50.0,51.0,1.0,vc05_validate_seed7,7,100,optimizer.Value_Coef=0.05,6.549522330116633
18366.109375,-1931316.125,-52843.3359375,-1925075.75,106156.734375,-87790.625,-6240.375,0.0,-50.0,56.0,1.0,vc05_validate_seed123,123,100,optimizer.Value_Coef=0.05,6.641061954916707
110387.125,-2200030.75,54728.232421875,-2206881.25,114617.34375,-4230.21875,6850.5,0.0,-8.0,8.0,1.0,vc05_validate_seed456,456,100,optimizer.Value_Coef=0.05,6.77021455706666
72078.5859375,-1487240.5,9861.8154296875,-1551628.875,92839.2734375,-20760.6875,64388.375,0.0,-9.0,16.0,1.0,default_validate_seed7,7,100,,6.867914303699945
105201.2265625,-1925126.75,-3448.49658203125,-1925075.75,106156.734375,-955.5078125,-51.0,0.0,-24.0,24.0,0.3359375,default_validate_seed123,123,100,,6.731047211533284
113242.78125,-2204766.75,60806.646484375,-2206881.25,114617.34375,-1374.5625,2114.5,0.0,-7.0,7.0,1.0,default_validate_seed456,456,100,,6.783471653250005
