policy,metric,net_pnl,total_ex_funding
ml,mean,72127.09,70922.30
ml,std,575808.31,576015.62
ml,min,-1594258.75,-1595165.62
ml,p5,-760546.59,-762746.42
ml,p95,1108098.92,1107674.14
ml,max,3595317.25,3596236.75
