mean_pnl,worst_pnl,p5_pnl,sortino_metric,n_eval_paths,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,override_Batch_Size,override_Simulation_Batches,override_Position_Bounds_Penalty,override_Surplus_Reward,seed,epochs,tag,elapsed_min
74534.4375,-1000802.625,-466601.1046875,-392066.6671875,2048,-1427447.5,125769.5,-51235.0625,426644.875,1.0,-20.0,47.0,1.0,2048,4,0.05,0,42,60,h10_sr_0,17.22985606788328
