policy,metric,net_pnl,total_ex_funding
ml,mean,85711.11,84268.01
ml,std,609348.31,609321.81
ml,min,-1559995.12,-1561561.25
ml,p5,-803206.62,-804396.53
ml,p95,1189820.79,1188407.58
ml,max,3773094.25,3771020.00
