policy,metric,net_pnl,total_ex_funding
ml,mean,59657.29,58770.91
ml,std,500210.47,500992.81
ml,min,-1422714.75,-1424765.00
ml,p5,-667639.42,-670730.36
ml,p95,958993.58,959226.82
ml,max,3214844.00,3219863.25
