mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
-1518.00146484375,-1288261.0,-68260.4140625,-1551628.875,92839.2734375,-94357.27490234375,263367.875,4.0,-11.0,22.0,1.0,fp_20_seed7,7,100,objective.Floor_Penalty=20,6.980248865016665
28410.64453125,-1886046.25,-60926.91015625,-1925075.75,106156.734375,-77746.08984375,39029.5,3.0,-6.0,12.0,1.0,fp_20_seed123,123,100,objective.Floor_Penalty=20,7.358047482533334
46228.09765625,-2034835.0,-3644.87109375,-2206881.25,114617.34375,-68389.24609375,172046.25,1.0,-8.0,15.0,1.0,fp_20_seed456,456,100,objective.Floor_Penalty=20,7.450315804599999
-3552.54345703125,-1310814.125,-45979.322265625,-1551628.875,92839.2734375,-96391.81689453125,240814.75,2.0,-14.0,34.0,1.0,dense_1_seed7,7,100,optimizer.Dense_Tracking_Reward_Scale=1,7.466036114233331
63792.5859375,-1897046.125,-33499.30078125,-1925075.75,106156.734375,-42364.1484375,28029.625,1.0,-9.0,21.0,1.0,dense_1_seed123,123,100,optimizer.Dense_Tracking_Reward_Scale=1,7.461347970350001
24550.931640625,-2047508.75,-39306.67578125,-2206881.25,114617.34375,-90066.412109375,159372.5,3.0,-8.0,21.0,1.0,dense_1_seed456,456,100,optimizer.Dense_Tracking_Reward_Scale=1,7.186387215016665
