policy,metric,net_pnl,total_ex_funding
ml,mean,89533.63,88451.94
ml,std,585827.38,586022.00
ml,min,-1518249.12,-1519800.25
ml,p5,-764604.57,-765916.23
ml,p95,1150431.41,1149974.21
ml,max,3601146.50,3601819.00
