policy,metric,net_pnl,total_ex_funding
ml,mean,126818.12,125213.33
ml,std,561214.50,561461.06
ml,min,-1362219.12,-1365413.75
ml,p5,-726195.46,-727611.36
ml,p95,1110439.78,1111333.84
ml,max,2854493.00,2862197.75
