mean_pnl,worst_pnl,median_pnl,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,seed,epochs,overrides,elapsed_min
31012.619140625,-1443126.625,-5554.43359375,-1569304.0,112118.96875,-81106.349609375,126177.375,0.0,-10.0,19.0,1.0,entropy_coef=0.003,42,100,optimizer.Entropy_Coef=0.003,7.252867878883383
-170778.1875,-1665472.375,-185622.765625,-1569304.0,112118.96875,-282897.15625,-96168.375,0.0,-50.0,89.0,1.0,learning_rate=0.001,42,100,optimizer.Learning_Rate=0.001,7.5016039689167275
