mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
77708.171875,-2140136.75,-756578.871875,-678870.7,-2206881.25,114617.34375,-36909.171875,66744.5,3.0,-3.0,9.0,1.0,d5_e3_p2_seed456,d5_e3_p2,456,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003;objective.Power=2.0,6.4489896883167
