mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
101850.625,-1627782.75,-746991.921875,-645141.296875,-1569304.0,112118.96875,-10268.34375,-58478.75,5.0,-7.0,17.0,1.0,dense_5_fp_30_seed42,dense_5_fp_30,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;objective.Floor_Penalty=30.0,7.031552538183314
81440.8984375,-1552250.375,-741337.059375,-659896.1609375,-1569304.0,112118.96875,-30678.0703125,17053.625,4.0,-6.0,18.0,1.0,dense_5_power_2_seed42,dense_5_power_2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;objective.Power=2.0,7.593837458350026
79653.3359375,-1385257.0,-634866.0375,-555212.7015625,-1569304.0,112118.96875,-32465.6328125,184047.0,1.0,-13.0,34.0,1.0,dense_5_ent_3e-3_seed42,dense_5_ent_3e-3,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.003,7.661473657399983
-223836.375,-3249992.5,-1590366.7625,-1814203.1375,-1569304.0,112118.96875,-335955.34375,-1680688.5,49.0,-48.0,130.0,1.0,dense_5_lr_1e-3_seed42,dense_5_lr_1e-3,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Learning_Rate=0.001,7.500318714216701
