policy,metric,net_pnl,total_ex_funding
ml,mean,69465.52,68382.51
ml,std,582978.94,583173.25
ml,min,-1565349.62,-1566404.25
ml,p5,-789420.43,-790738.75
ml,p95,1123133.58,1122345.77
ml,max,3590238.00,3590738.50
