policy,metric,net_pnl,total_ex_funding
ml,mean,104411.56,103045.58
ml,std,576240.56,576467.19
ml,min,-1574534.50,-1575718.12
ml,p5,-751879.30,-754014.46
ml,p95,1137312.12,1135618.39
ml,max,3558960.25,3559502.00
