policy,metric,net_pnl,total_ex_funding
ml,mean,29251.19,28548.96
ml,std,489097.88,489808.88
ml,min,-1918264.25,-1921566.00
ml,p5,-691821.68,-693923.22
ml,p95,888820.68,889393.47
ml,max,2080012.88,2085063.00
