policy,metric,net_pnl,total_ex_funding
ml,mean,87759.52,86444.20
ml,std,362818.16,364355.44
ml,min,-1115263.88,-1121213.62
ml,p5,-423615.15,-426550.22
ml,p95,753371.31,755777.76
ml,max,1973945.75,1983321.50
