policy,metric,net_pnl,total_ex_funding
ml,mean,93063.62,91810.73
ml,std,561055.12,561381.19
ml,min,-1571828.75,-1572785.75
ml,p5,-745150.62,-745863.42
ml,p95,1067570.05,1067597.76
ml,max,3605963.00,3606284.50
