policy,metric,net_pnl,total_ex_funding
ml,mean,55569.45,54887.51
ml,std,484186.69,485233.12
ml,min,-1246835.50,-1252745.50
ml,p5,-578119.86,-579755.61
ml,p95,938491.78,940185.85
ml,max,2430895.25,2435658.75
