policy,metric,net_pnl,total_ex_funding
ml,mean,103113.72,101691.61
ml,std,498961.53,499252.91
ml,min,-1478668.25,-1478734.38
ml,p5,-691298.10,-693871.45
ml,p95,944305.64,943769.66
ml,max,2146441.25,2160526.00
