policy,metric,net_pnl,total_ex_funding
ml,mean,103518.62,102452.91
ml,std,590677.31,590789.19
ml,min,-2030425.00,-2031081.62
ml,p5,-783544.24,-784776.90
ml,p95,1173334.78,1172545.61
ml,max,3306406.25,3306153.50
