mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,seed,epochs,elapsed_min
108011.734375,-1198822.0,-530681.078125,-422669.34375,-1544304.0,137118.96875,-29107.234375,345482.0,3.0,-13.0,32.0,1.0,42,100,6.400879535933442
69634.46875,-1261314.25,-578629.028125,-508994.55937499995,-1526628.875,117839.2734375,-48204.8046875,265314.625,3.0,-36.0,87.0,1.0,7,100,6.367652704333401
