policy,metric,net_pnl,total_ex_funding
ml,mean,62390.67,61094.70
ml,std,557251.06,557563.19
ml,min,-1453869.62,-1455594.12
ml,p5,-731273.32,-732934.87
ml,p95,1042440.30,1042209.96
ml,max,2795153.00,2795000.50
