policy,metric,net_pnl,total_ex_funding
ml,mean,77708.17,76426.62
ml,std,578394.88,578477.06
ml,min,-2140136.75,-2141754.50
ml,p5,-756578.87,-758426.85
ml,p95,1140752.11,1139008.42
ml,max,2747214.25,2746706.75
