policy,metric,net_pnl,total_ex_funding
ml,mean,81440.89,80191.38
ml,std,568955.94,569246.19
ml,min,-1552250.38,-1553517.50
ml,p5,-741337.06,-743668.97
ml,p95,1116672.39,1116343.42
ml,max,3492437.50,3493730.50
