policy,metric,net_pnl,total_ex_funding
ml,mean,101998.99,100518.12
ml,std,578867.88,579067.31
ml,min,-1551345.38,-1552628.75
ml,p5,-749029.57,-750340.60
ml,p95,1151831.02,1150052.80
ml,max,3221490.00,3225050.50
