policy,metric,net_pnl,total_ex_funding
ml,mean,10967.37,10335.67
ml,std,510865.66,511564.88
ml,min,-1326690.38,-1329326.62
ml,p5,-690112.78,-691451.05
ml,p95,918774.10,919293.03
ml,max,2536655.50,2539173.50
