policy,metric,net_pnl,total_ex_funding
ml,mean,55528.25,55132.12
ml,std,545283.00,545731.19
ml,min,-1511096.75,-1511430.00
ml,p5,-754772.85,-756654.66
ml,p95,1030282.61,1031319.60
ml,max,3479264.25,3482307.00
