policy,metric,net_pnl,total_ex_funding
ml,mean,63792.58,62501.27
ml,std,614374.56,614538.06
ml,min,-1897046.12,-1898936.38
ml,p5,-755084.92,-756495.73
ml,p95,1186187.70,1184970.66
ml,max,3026335.75,3026197.75
