policy,metric,net_pnl,total_ex_funding
ml,mean,31521.38,30920.12
ml,std,483493.41,484433.88
ml,min,-1326370.75,-1329634.75
ml,p5,-680742.10,-682487.64
ml,p95,872618.12,874639.41
ml,max,2994927.00,3002141.50
