mean_pnl,worst_pnl,p5_pnl,sortino_metric,no_trade_worst,no_trade_mean,mean_delta_vs_no_trade,worst_delta_vs_no_trade,max_per_inst_pos,min_per_inst_pos,max_total_abs_pos,frac_post_settle,row_tag,row_name,seed,epochs,overrides,elapsed_min
92495.78125,-1627620.125,-810042.5375,-717546.75625,-1569304.0,112118.96875,-19623.1875,-58316.125,4.0,-6.0,18.0,1.0,d5_e2_p2_seed42,d5_e2_p2,42,100,optimizer.Dense_Tracking_Reward_Scale=5.0;optimizer.Entropy_Coef=0.002;objective.Power=2.0,6.409085157116715
