policy,metric,net_pnl,total_ex_funding
ml,mean,44585.89,43560.02
ml,std,508370.47,509058.75
ml,min,-1264702.12,-1268429.25
ml,p5,-701315.16,-703070.05
ml,p95,990922.88,989979.36
ml,max,2960380.00,2969119.00
