policy,metric,net_pnl,total_ex_funding
ml,mean,136818.62,135167.19
ml,std,802211.56,801000.94
ml,min,-3034943.50,-3031625.00
ml,p5,-1027014.23,-1027263.65
ml,p95,1528423.61,1522648.17
ml,max,3507188.75,3498682.50
