policy,metric,net_pnl,total_ex_funding
ml,mean,67647.36,67118.52
ml,std,580662.38,580938.56
ml,min,-1594277.12,-1595535.50
ml,p5,-770264.66,-770973.62
ml,p95,1117476.60,1117129.99
ml,max,3370945.75,3373192.25
