policy,metric,net_pnl,total_ex_funding
ml,mean,84269.48,83321.93
ml,std,572728.50,573019.94
ml,min,-1553050.12,-1554332.75
ml,p5,-749433.48,-750831.65
ml,p95,1112113.91,1111019.82
ml,max,3581966.75,3582888.75
